Excerpt_ID,Source,Similarity_to_query,Content
11,Hebisha (2016).pdf,0.9055912210270814,"Steril., 2012;91:935 el1-el4.
11. Montag, M., K€oster, M., van der Ven, K., et al.The beneﬁt of artiﬁcial
oocyte activation is dependent on the fertilization rate in a previous
treatment cycle. Reprod. Biomed. Online, 2012;24:521-6.
12. Vanden Meerschaut, F., Nikiforaki, D., De Gheselle, S., et al.Assisted
oocyte activation is not beneﬁcial for all patients with a suspected
oocyte-related activation deﬁciency. Hum. Reprod., 2012;27:1977-
84.
13. Ebner, T., K€oster, M., Shebl, O., et al. Application of a readyto-use
calcium ionophore increases rates of fertilization and pregnancy in se-
vere male factor infertility.Fertil. Steril., 2012;98:1432-7.
14. Eldar-Geva, T., Brooks, B., Margalioth, E.J., et al. Successful preg-
nancy and delivery after calcium ionophore oocyte activation in a
normozoospermic patient with previous repeated failed fertilization
after intracytoplasmic sperm injection. Fertil. Steril., 2013;79 (Suppl
3):1656-8.
P-217 Tuesday, October 18, 2016
THE POLAR BODY DOES NOT ACCURATELY REPRESENT THE
MITOCHONDRIAL MUTATIONAL LOAD WITHIN ITS CORRE-
SPONDING OOCYTE."
12,Aydinuraz (2016).pdf,0.9055155739641754,"Full Terms & Conditions of access and use can be found at
http://www.tandfonline.com/action/journalInformation?journalCode=ihuf20
Download by: [Cornell University Library]
Date: 14 October 2016, At: 11:50
Human Fertility
an international, multidisciplinary journal dedicated to furthering
research and promoting good practice
ISSN: 1464-7273 (Print) 1742-8149 (Online) Journal homepage: http://www.tandfonline.com/loi/ihuf20
Artificial oocyte activation after intracytoplasmic
morphologically selected sperm injection: A
prospective randomized sibling oocyte study
Batu Aydinuraz, Enver Kerem Dirican, Safak Olgan, Ozlem Aksunger & Onur
Kadir Erturk
To cite this article: Batu Aydinuraz, Enver Kerem Dirican, Safak Olgan, Ozlem Aksunger &
Onur Kadir Erturk (2016): Artificial oocyte activation after intracytoplasmic morphologically
selected sperm injection: A prospective randomized sibling oocyte study, Human Fertility, DOI:
10.1080/14647273.2016.1240374
To link to this article:  http://dx.doi.org/10.1080/14647273.2016.1240374
Published online: 13 Oct 2016."
13,Mansour (2009).pdf,0.9052086801166153,"Sperm integrity is critical for normal mitotic division and early embry-
onic development. Mol Hum Reprod 1999;5:836–44.
18. Murase Y, Araki Y, Mizuno S, Kawaguchi C, Naito M, Yoshizawa M,
et al. Pregnancy following chemical activation of oocytes in a couple
with repeated failure of fertilization using ICSI: case report. Hum Reprod
2004;19:1604–7.
19. Swann K, Lai FA. A novel signalling mechanism for generating Ca2þ
oscillations at fertilization in mammals. Bioessays 1997;19:371–8.
138
Mansour et al.
Electrical activation of oocytes after ICSI
Vol. 91, No. 1, January 2009
20. Yanagimachi R. The mammalian oocyte’s response to intracytoplasmic
sperm injection (ICSI). In: Motta PM, ed. Microscopy of reproduction
and development: a dynamic approach. Rome, Italy: Antonio Delﬁno
Editore, 1997:187–95.
21. Kimura Y, Yanagimachi R, Kuretake S, Bortkiewicz H, Perry AC,
Yanagimachi H. Analysis of mouse oocyte activation suggests the in-
volvement of sperm perinuclear material. Biol Reprod 1998;58:1407–15.
22. Takeuchi T, Neri QV, Katagiri Y, Rosenwaks Z, Palermo GD. Effect of
treating induced mitochondrial damage on embryonic development
and epigenesis. Biol Reprod 2005;72:584–92.
23. Van Blerkom J, Davis PW, Merriam J. Fertilization and early embryol-
ogy: a retrospective analysis of unfertilized and presumed parthenoge-
netically activated human oocytes demonstrates a high frequency of
sperm penetration. Hum Reprod 1994;9:2381–8.
24. Said TM, Agarwal A, Sharma RK, Thomas AJ Jr, Sikka SC."
14,Nasr‐Esfahani (2008).pdf,0.9032701005440571,"Further, more group studies evaluating the health
Fertility and Sterility
2235
of these babies might provide additional information to the
future of artiﬁcial oocyte activation technology.
Acknowledgments: The authors express their gratitude to the staff of the Is-
fahan Fertility and Infertility Center and Isfahan School of Medical Sciences
for their kind collaboration.
REFERENCES
1. Flaherty SP, Payne D, Matthews CD. Fertilization failures and abnormal
fertilization after intracytoplasmic sperm injection. Hum Reprod
1998;11:155–64.
2. Lopes S, Jurisicova A, Casper RF. Gamete-speciﬁc DNA fragmentation
in unfertilized human oocytes after intracytoplasmic sperm injection.
Hum Reprod 1998;13:703–8.
3. Sakkas D, Urner F, Bianchi PG, Bizzaro D, Wagner I, Jaquenoud N, et al.
Sperm chromatin anomalies can inﬂuence decondensation after intracy-
toplasmic sperm injection. Hum Reprod 1996;11:837–43.
4. Schmiady H, Tandler-Schneider A, Kentenich H. Premature chromo-
some condensation of the sperm nucleus after intracytoplasmic sperm in-
jection. Hum Reprod 1996;11:2239–45.
5. Nasr-Esfahani MH, Razavi S, Mardani M, Shirazi R, Javanmardi S. The
effects of failed oocyte activation and sperm protamine deﬁciency on fer-
tilization post ICSI. Reprod Biomed Online 2007;14:422–9.
6. Sousa M, Tesarik J. Ultrastructural analysis of fertilization failure after
intracytoplasmic sperm injection. Hum Reprod 1994;9:2374–80.
7. Dozortsev D, De Sutter P, Dhont M. Behaviour of spermatozoa in human
oocytes displaying no or one pronucleus after intracytoplasmic sperm in-
jection. Hum Reprod 1994;9:2139–44.
8."
15,Nasr‐Esfahani (2008).pdf,0.9021650068466593,"Zygote 2004;12:
111–6.
42. Heindryckx B, Van der Elst J, De Sutter P, Dhont M. Treatment option for
sperm- or oocyte-related fertilization failure: assisted oocyte activation
following diagnostic heterologous ICSI. Hum Reprod 2005;20:2237–41.
43. Henkel R, Muller C, Miska W, Schill WB, Kleinstein J, Gips H. Acrosin
activity of human spermatozoa by means of a simple gelatinolytic tech-
nique: a method useful for IVF. J Androl 1995;16:272–7.
44. Nasr-Esfahani MH, Razavi S, Tavalaee M. Failed fertilization post ICSI
and spermiogenic defects. Fertil Steril. In press.
45. Oikawa T, Takada N, Kikuchi T, Numabe T, Takenaka M, Horiuchi T.
Evaluation of activation treatments for blastocyst production and birth
of viable calves following bovine intracytoplasmic sperm injection.
Anim Reprod Sci 2005;86:87–94.
46. Chian RC, Tan SL, Sirard MA. Protein phosphorylation is essential for
formation of male pronucleus in bovine oocytes. Mol Reprod Dev
1999;52:43–9.
47. Moaz MN, Khattab S, Foutouh IA, Mohsen EA. Chemical activation of
oocytes in different types of sperm abnormalities in cases of low or failed
fertilization after ICSI: a prospective pilot study. Reprod Biomed Online
2006;13:791–4.
48. Berkovitz A, Eltes F, Yaari S, Katz N, Barr I, Fishman A, et al. The mor-
phological normalcy of the sperm nucleus and pregnancy rate of intracy-
toplasmic injection with morphologically selected sperm. Hum Reprod
2005;20:185–90.
49. Yuzpe AA, Liu Z, Fluker MR."
16,Hebisha (2016).pdf,0.9019597594793857,"Fertil. Steril., 2008;90:2231-7.
6. Kyono, K., Kumagai, S., Nishinaka, C., et al.Birth and follow-up of
babies born following ICSI using SrC12 oocyte activation. Reprod.
Biomed. Online, 2008;17:53-8.
7. Heindryckx, B., De Gheselle, S., Gerris, J.,et al. Efﬁciency of assisted
oocyte activation as a solution for failed intracytoplasmic sperm injec-
tion. Reprod. Biomed. Online, 2008;17:662-8.
8. Braga, D.P., de Sousa Bonetti, T.C., Iaconelli, et al. Artiﬁcial oocyte
activation with calcium ionophore A23187 in intracytoplasmic sperm
injection cycles using surgically retrieved spermatozoa. Fertil. Steril.,
2009;92:131-6.
Demographic Characteristics and Laboratory Data
0%
0%
<20%
<20%
>70%
>70%
Conventional (n¼17)
ICSI (n¼13)
Conventional (n¼23)
ICSI (n¼15)
Conventional (n¼237)
ICSI (n¼104)
Age
40.93.9
41.81.9
38.36.4
40.35.5
37.16.6
38.55.7
BMI
25.66.5
24.85.1
25.66.1
23.34.0
25.85.1
25.95.7
Day 3 FSH
9.25.6
8.64.4
8.33.7
9.15.4
6.83.7
7.03.4
Oocytes Retrieved
4.54.8
3.82.3
12.97.3
9.34.7
12.37.9
12.08."
17,Mansour (2009).pdf,0.9019381613803912,"MATERIALS AND METHODS
On the basis of the experience of other researchers (8, 9), we
decided to test electroactivation in a pilot study ﬁrst. Electro-
activation of oocytes after ICSI was performed for 10 patients
in our center who had had previous total failure of fertiliza-
tion in 11 ICSI cycles. After the encouraging results of these
10 cases, approval was obtained from the institutional review
board of the Egyptian IVF-ET Center to perform oocyte elec-
troactivation in cases with expected poor fertilization in a ran-
domized controlled study. The study included 241 ICSI
cycles for infertile couples with severe oligoasthenoterato-
spermia (OAT) or azoospermia. Poor fertilization or failure
of fertilization was expected because of 100% abnormal
sperm morphology or totally immotile sperms. The patients
were counseled and signed consent forms. The female part-
ners were <40 years of age and had normal hormonal proﬁles
Received March 24, 2007; revised and accepted August 7, 2007.
Reprint requests: Ragaa Mansour, M.D., Ph.D., The Egyptian IVF-ET Cen-
ter, 3, Street 161, Hadayek El-Maadi, Cairo 11431, Egypt (FAX:
202-2525-3532; E-mail: ragaa.mansour@gmail.com).
0015-0282/09/$36.00
Fertility and Sterility Vol. 91, No. 1, January 2009
133
doi:10.1016/j.fertnstert.2007.08.017
Copyright ª2009 American Society for Reproductive Medicine, Published by Elsevier Inc.
and no pelvic pathology. The oocytes for each patient were
randomly divided after ICSI into two groups: the study group
(electroactivation) and the control group (without electroac-
tivation). The embryologists who allocated the oocytes and
those who followed them afterward were blinded to the ran-
domization.
Ovarian Stimulation and Oocyte Pickup
Controlled ovarian stimulation was performed by using the
long GnRH-agonist down-regulation protocol."
18,Fawzy (2018).pdf,0.9010642744644746,"Human Reproduction, Vol.33, No.9 pp. 1636–1644, 2018
Advanced Access publication on August 7, 2018
doi:10.1093/humrep/dey258
ORIGINAL ARTICLE Embryology
Artiﬁcial oocyte activation with SrCl2
or calcimycin after ICSI improves
clinical and embryological outcomes
compared with ICSI alone: results of
a randomized clinical trial
Mohamed Fawzy1,*, Mai Emad1, Ali Mahran2, Mohamed Sabry3,
Ahmed N. Fetih4, Hazem Abdelghafar3, and Salah Rasheed3
1IbnSina IVF Centre, IbnSina Hospital, Sohag 15322, Egypt 2Department of Dermatology, Venereology and Andrology, Faculty of Medicine,
Assiut University, AG 71515, Egypt 3Department of Obstetrics and Gynecology, Sohag University, Sohag 82524, Egypt 4Department of
Obstetrics and Gynecology, Faculty of Medicine, Assiut University, AG 71515, Egypt
*Correspondence address. IVF Laboratory Director (IbnSina and Banoon IVF Centres), IbnSina Hospital, 146El Aref Square, Sohag, Egypt.
Tel: +20-101-112-2286; E-mail: drfawzy001@me.com
Submitted on February 28, 2018; resubmitted on June 30, 2018; accepted on July 9, 2018
STUDY QUESTION: Are pregnancy and birth rates affected by artiﬁcial oocyte activation (AOA) with SrCl2 or calcimycin after ICSI for
couples with male-factor infertility linked to abnormal sperm morphology or for couples with previous ICSI cycles of unexplained low fertiliza-
tion or inadequate fertilization associated with impaired oocyte morphology?
SUMMARY ANSWER: AOA with either SrCl2 or calcimycin can improve the rates of clinical pregnancy, ongoing pregnancy and live birth
compared with ICSI alone, and the two agents have diverse effects for different subgroups of patients.
WHAT IS KNOWN ALREADY: ICSI is a successful treatment for infertility, but not in all individuals."
19,Mansour (2009).pdf,0.9007310370606112,"In
total, 112 clinical pregnancies resulted (pregnancy rate ¼ 46.5%). Total fertilization failure occurred in 5 cycles in
the control group, and none failed in the study group.
Conclusion(s): Oocyte electroactivation after ICSI signiﬁcantly improved the fertilization rate in severe oligoas-
thenoteratospermia and nonobstructive azoospermia. (Fertil Steril 2009;91:133–9. 2009 by American Society
for Reproductive Medicine.)
Key Words: ICSI, fertilization, electrical activation, total fertilization failure
Intracytoplasmic sperm injection (ICSI) has become the most
effective therapeutic treatment for male-factor infertility (1).
However, total failure of fertilization still occurs in some
cases, such as globozoospermia (2), teratozoospermia (3),
immotile spermatozoa (4), and even unexplained cases (5).
Total fertilization failure is a rare event in cases with normal
oocytes and spermatozoa, but it can even occur repeatedly
(6). It is estimated that failed fertilization occurs in 2%–3%
of ICSI cycles (7, 8).
In ICSI, because the spermatozoa is injected inside the
ooplasm, failure of pronuclear formation and division most
probably is the result of the failure of oocyte activation.
Many investigators have tried different techniques for oocyte
activation after ICSI to overcome this problem. Ionophore
treatment for oocyte activation after ICSI resulted in the birth
of a healthy baby in a case of previously failed fertilization
due to globozoospermia (2). Intracytoplasmic sperm injec-
tion followed by electrical oocyte activation resulted in the
delivery of healthy twins for a couple with previously failed
fertilization after ICSI (9). Recently, it was demonstrated that
oocyte activation enabled normal fertilization and pregnancy
in sperm and oocyte–related fertilization failure (8). The aim
of this study was to estimate the value of the electrical activa-
tion of oocytes in patients with previously failed or limited
fertilization after ICSI, as well as in patients with the possi-
bility of failed fertilization as a result of teratozoospermia."
20,Caglar Aytac (2015).pdf,0.900153568219133,"Chin Med J (Engl) 2014;
127:383–5.
22.
Nakagawa K, Yamano S, Moride N, Yamashita M, Yoshizawa M, Aono T.
Effect of activation with Ca ionophore A23187 and puromycin on the devel-
opment of human oocytes that failed to fertilize after intracytoplasmic
sperm injection. Fertil Steril 2001;76:148–52.
23.
Meerschaut FV, D’Haeseleer E, Gysels H, Thienpont Y, Dewitte G,
Heindryckx B, et al. Neonatal and neurodevelopmental outcome of children
aged 3–10 years born following assisted oocyte activation. Reprod Biomed
Online 2014;28:54–63.
24.
D'haeseleer E, Vanden Meerschaut F, Bettens K, Luyten A, Gysels H,
Thienpont Y, et al. Language development of children born following intra-
cytoplasmic sperm injection (ICSI) combined with assisted oocyte activation
(AOA). Int J Lang Commun Disord 2014;49:702–9.
25.
Deemeh MR, Tavalaee M, Nasr-Esfahani MH. Health of children born
through artiﬁcial oocyte activation: a pilot study. Reprod Sci 2015;22:
322–8.
26.
Ebner T, Montag M, Montag M, Van der Ven K, Van der Ven H, Ebner T, et al.
Live birth after artiﬁcial oocyte activation using a ready-to-use ionophore: a
prospective multicentre study. Reprod Biomed Online 2015;30:359–65.
1174
VOL. 104 NO. 5 / NOVEMBER 2015
ORIGINAL ARTICLE: ASSISTED REPRODUCTION"
21,Nazarian (2018).pdf,0.900078124049153,"14. Santella L, Dale B. Assisted yes, but where do we 
draw the line? Reprod Biomed Online. 2015;31(4): 
476-8. 
 
15. Nasr-Esfahani MH, Deemeh MR, Tavalaee M. Ar-
tificial oocyte activation and intracytoplasmic sperm 
injection. Fertil Steril. 2010;94(2):520-6. 
 
16. Amdani SN, Jones C, Coward K. Phospholipase C 
zeta (PL Cζ): oocyte activation and clinical links to 
male factor infertility. Adv Biol Regul. 2013;53(3): 
292-308. 
 
17. van Blerkom J, Cohen J, Johnson M. A plea for 
caution and more research in the 'experimental' use 
of ionophores in ICSI. Reprod Biomed Online. 
2015;30(4):323-4. 
 
18. Kashir J, Heindryckx B, Jones C, De Sutter P, 
Parrington J, Coward K. Oocyte activation, phos-
pholipase C zeta and human infertility. Hum Re-
prod Update. 2010;16(6):690-703. 
 
19. Yelumalai S, Yeste M, Jones C, Amdani SN, Ka-
shir J, Mounce G, et al. Total levels, localization 
patterns, and proportions of sperm exhibiting phos-
pholipase C zeta are significantly correlated with 
fertilization rates after intracytoplasmic sperm in-
jection. Fertil Steril. 2015;104(3):561-8.4. 
 
20. Tavalaee M, Kiani-Esfahani A, Nasr-Esfahani MH. 
Relationship between potential sperm factors in-
volved in oocyte activation and sperm DNA frag-
 
 
J Reprod Infertil, Vol 20, No 1, Jan-Mar 2019 
    9 
                                                      Nazarian H, et al. JRI
 
mentation with intra-cytoplasmic sperm injection 
clinical outcomes. Cell J. 2017;18(4):588-96. 
 
21."
